Booking #,Sex,Race,Age,Book Date,,Release Date,Length of Stay,County Code,Release Authority,Offense Code,Offense Description,,
2025-01754,M,W,48,7/7/2025  3:29:00 PM,,8/6/2025  3:02:00 PM,29.98,139,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-01754,M,W,48,7/7/2025  3:29:00 PM,,8/6/2025  3:02:00 PM,29.98,139,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01755,F,W,30,7/7/2025  3:52:00 PM,,11/13/2025  9:43:00 AM,128.74,139,JUDGE,LIC6809M1,TRAFFIC - LICENSE REVOKED - DRIVING WHILE (FIRST OFFENSE),,
2025-01755,F,W,30,7/7/2025  3:52:00 PM,,11/13/2025  9:43:00 AM,128.74,139,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-01755,F,W,30,7/7/2025  3:52:00 PM,,11/13/2025  9:43:00 AM,128.74,139,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01755,F,W,30,7/7/2025  3:52:00 PM,,11/13/2025  9:43:00 AM,128.74,139,JUDGE,REC6631M2,"REC-FAIL TO STOP FOR POLICE,ATTEMPT TO ESCAPE OR ELUDE",,
2025-01756,F,W,32,7/7/2025  3:52:00 PM,,9/3/2025  6:55:00 AM,57.63,139,DOC,WPN5297F6,"WEAPONS CONVICTED FELON (NON-VIOLENT) POSSESS/TRANSPORT FIREARM, TASER, ETC.",,
2025-01757,F,W,41,7/7/2025  3:52:00 PM,,,177.34,139,,FRD2743F9,FRAUD FALSE PRETENSES - OBTAIN MONEY BY - >=$1000,,
2025-01758,F,W,53,7/7/2025  3:52:00 PM,,8/4/2025  7:48:00 AM,27.66,139,JUDGE,FAM3810F6,FAMILY OFFENSE CRUELTY AND INJURIES TO CHILDREN,,
2025-01758,F,W,53,7/7/2025  3:52:00 PM,,8/4/2025  7:48:00 AM,27.66,139,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-01758,F,W,53,7/7/2025  3:52:00 PM,,8/4/2025  7:48:00 AM,27.66,139,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01758,F,W,53,7/7/2025  3:52:00 PM,,8/4/2025  7:48:00 AM,27.66,139,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-01759,F,W,41,7/7/2025  3:52:00 PM,,7/16/2025  6:26:00 PM,9.11,139,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-01759,F,W,41,7/7/2025  3:52:00 PM,,7/16/2025  6:26:00 PM,9.11,139,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01760,F,W,33,7/7/2025  3:52:00 PM,,9/3/2025  6:55:00 AM,57.63,139,DOC,FRD2501F5,"5 OR MORE PEOPLE, OBTAIN IDENTIFYING INFO. OF",,
2025-01760,F,W,33,7/7/2025  3:52:00 PM,,9/3/2025  6:55:00 AM,57.63,139,DOC,FRD2505M1,FRD-OBTAIN IDENTIFYING INFO TO AVOID ARREST OR IMPEDE INVESTIG,,
2025-01760,F,W,33,7/7/2025  3:52:00 PM,,9/3/2025  6:55:00 AM,57.63,139,DOC,FRD2520F5,FRAUD FORGERY,,
2025-01760,F,W,33,7/7/2025  3:52:00 PM,,9/3/2025  6:55:00 AM,57.63,139,DOC,FRD2743F9,FRAUD FALSE PRETENSES - OBTAIN MONEY BY - >=$1000,,
2025-01761,M,B,61,7/7/2025  5:29:00 PM,,7/14/2025  6:40:00 PM,7.05,079,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01762,M,W,36,7/8/2025  10:47:00 AM,,7/22/2025  8:00:00 AM,13.88,065,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01763,M,W,76,7/8/2025  12:25:00 PM,,7/17/2025  1:20:00 PM,9.04,065,JUDGE,RAP1121F9,SEXUAL ASSAULT VICTIM UNDER AGE 13,,
2025-01763,M,W,76,7/8/2025  12:25:00 PM,,7/17/2025  1:20:00 PM,9.04,065,JUDGE,SEX3645F4,"SEX-PARENT/GRANDPARENT ETC.,CHILD LESS THAN AGE 15",,
2025-01764,F,W,24,7/8/2025  12:25:00 PM,,9/3/2025  6:55:00 AM,56.77,139,DOC,BUR2213F9,BURGLARY DWELLING HOUSE WITH INTENT TO COMMIT LARCENY - A&B - ETC.,,
2025-01764,F,W,24,7/8/2025  12:25:00 PM,,9/3/2025  6:55:00 AM,56.77,139,DOC,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01764,F,W,24,7/8/2025  12:25:00 PM,,9/3/2025  6:55:00 AM,56.77,139,DOC,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-01765,F,W,30,7/8/2025  12:25:00 PM,,7/16/2025  4:53:00 PM,8.19,139,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-01765,F,W,30,7/8/2025  12:25:00 PM,,7/16/2025  4:53:00 PM,8.19,139,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01767,F,B,26,7/8/2025  12:31:00 PM,,7/11/2025  6:50:00 PM,3.26,109,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01768,F,W,45,7/8/2025  12:31:00 PM,,8/13/2025  1:47:00 PM,36.05,079,JUDGE,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01768,F,W,45,7/8/2025  12:31:00 PM,,8/13/2025  1:47:00 PM,36.05,079,JUDGE,LAR2337M1,"SHOPLIFT, ALTER PRICE TAGS <$1000 (FIRST TIME)",,
2025-01768,F,W,45,7/8/2025  12:31:00 PM,,8/13/2025  1:47:00 PM,36.05,079,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01766,F,W,64,7/8/2025  12:56:00 PM,,7/9/2025  2:23:00 PM,1.06,079,SENTENCE SERVED,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01776,M,B,37,7/8/2025  2:11:00 PM,,7/23/2025  4:29:00 AM,14.60,109,STATUS CHANGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-01776,M,B,37,7/8/2025  2:11:00 PM,,7/23/2025  4:29:00 AM,14.60,109,STATUS CHANGE,REC6631M2,"REC-FAIL TO STOP FOR POLICE,ATTEMPT TO ESCAPE OR ELUDE",,
2025-01776,M,B,37,7/8/2025  2:11:00 PM,,7/23/2025  4:29:00 AM,14.60,109,STATUS CHANGE,WPN5297F6,"WEAPONS CONVICTED FELON (NON-VIOLENT) POSSESS/TRANSPORT FIREARM, TASER, ETC.",,
2025-01769,M,B,32,7/8/2025  3:36:00 PM,,10/7/2025  4:59:00 PM,91.06,137,SENTENCE SERVED,CON3286S9,CON - GENERAL - WITHOUT JURY,,
2025-01769,M,B,32,7/8/2025  3:36:00 PM,,10/7/2025  4:59:00 PM,91.06,137,SENTENCE SERVED,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-01769,M,B,32,7/8/2025  3:36:00 PM,,10/7/2025  4:59:00 PM,91.06,137,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01769,M,B,32,7/8/2025  3:36:00 PM,,10/7/2025  4:59:00 PM,91.06,137,SENTENCE SERVED,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-01770,F,W,21,7/8/2025  6:16:00 PM,,8/1/2025  11:25:00 AM,23.71,109,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-01771,F,W,58,7/8/2025  9:45:00 PM,,7/9/2025  12:20:00 AM,1.00,137,BOND,HIT6604F5,HIT-DAMAGE TO ATTENDED PROPERTY-DRIVER FAILS TO REPORT$1000,,
2025-01771,F,W,58,7/8/2025  9:45:00 PM,,7/9/2025  12:20:00 AM,1.00,137,BOND,LIC6809M1,TRAFFIC - LICENSE REVOKED - DRIVING WHILE (FIRST OFFENSE),,
2025-01771,F,W,58,7/8/2025  9:45:00 PM,,7/9/2025  12:20:00 AM,1.00,137,BOND,REG6701M2,"REG-REGISTRATION,TITLE,OR PLATES-DISPLAY ALTERED/FICTITIOUS",,
2025-01772,F,W,23,7/8/2025  10:21:00 PM,,7/9/2025  5:05:00 AM,1.00,137,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-01774,M,W,33,7/9/2025  8:28:00 AM,,7/18/2025  7:34:00 AM,8.96,137,JUDGE,FRD2505M1,FRD-OBTAIN IDENTIFYING INFO TO AVOID ARREST OR IMPEDE INVESTIG,,
2025-01774,M,W,33,7/9/2025  8:28:00 AM,,7/18/2025  7:34:00 AM,8.96,137,JUDGE,FRD2519F4,FRAUD PUBLIC RECORD - FORGING,,
2025-01774,M,W,33,7/9/2025  8:28:00 AM,,7/18/2025  7:34:00 AM,8.96,137,JUDGE,FRD2520F5,FRAUD FORGERY,,
2025-01774,M,W,33,7/9/2025  8:28:00 AM,,7/18/2025  7:34:00 AM,8.96,137,JUDGE,JUS4810M1,JUS - FALSELY IDENTIFY SELF TO LAW ENFORCEMENT,,
2025-01774,M,W,33,7/9/2025  8:28:00 AM,,7/18/2025  7:34:00 AM,8.96,137,JUDGE,LIC6809M1,TRAFFIC - LICENSE REVOKED - DRIVING WHILE (FIRST OFFENSE),,
2025-01774,M,W,33,7/9/2025  8:28:00 AM,,7/18/2025  7:34:00 AM,8.96,137,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-01773,M,B,42,7/9/2025  8:29:00 AM,,10/20/2025  8:00:00 AM,102.98,137,SENTENCE SERVED,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-01773,M,B,42,7/9/2025  8:29:00 AM,,10/20/2025  8:00:00 AM,102.98,137,SENTENCE SERVED,LIC6809M1,TRAFFIC - LICENSE REVOKED - DRIVING WHILE (FIRST OFFENSE),,
2025-01773,M,B,42,7/9/2025  8:29:00 AM,,10/20/2025  8:00:00 AM,102.98,137,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01775,M,W,38,7/9/2025  9:29:00 AM,,7/25/2025  9:22:00 PM,16.50,137,BOND,DEF0200S9,VIOLATION DRUG COURT PROGRAM,,
2025-01777,F,B,30,7/9/2025  10:22:00 AM,,,175.57,047,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01778,F,W,45,7/9/2025  10:22:00 AM,,7/27/2025  8:00:00 AM,17.90,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01779,M,B,37,7/9/2025  1:22:00 PM,,,175.44,179,,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-01779,M,B,37,7/9/2025  1:22:00 PM,,,175.44,179,,WPN5303F6,WPN-POSSESS SCHEDULE I/II DRUG W/POSSESSING FIREARM,,
2025-01780,F,W,28,7/9/2025  3:17:00 PM,,7/10/2025  1:20:00 PM,1.00,113,BOND,PRT2114M1,PRT-VIOLATION OF A PROTECTIVE ORDER (GENERAL),,
2025-01780,F,W,28,7/9/2025  3:17:00 PM,,7/10/2025  1:20:00 PM,1.00,113,BOND,WPN5214M1,WEAPONS PURCHASE/TRANSPORT FIREARM BY PER. SUBJ. TO PROTECTIVE ORDER,,
2025-01781,M,W,37,7/9/2025  3:20:00 PM,,7/11/2025  2:25:00 PM,1.96,109,OUT OF STATE,ARR9986S9,ARRESTS (FOR USE BY STATE POLICE) FELONY ARREST WITHOUT WARRANT,,
2025-01782,M,W,33,7/9/2025  3:34:00 PM,,11/17/2025  7:15:00 PM,131.15,109,BOND,ASL1342F6,ASSAULT SIMPLE ASSAULT ON LAW ENFORCEMENT - DOC - FIRE/RESCUE PERSONNEL,,
2025-01782,M,W,33,7/9/2025  3:34:00 PM,,11/17/2025  7:15:00 PM,131.15,109,BOND,VAN2956F6,"VANDALISM, DAMAGE PROPERTY INTENTIONALLY - DAMAGE/DESTROY ANY PROPERTY OR MONUMENT >=$1000",,
2025-01783,F,W,42,7/9/2025  6:23:00 PM,,7/11/2025  2:43:00 PM,1.85,079,BOND,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01783,F,W,42,7/9/2025  6:23:00 PM,,7/11/2025  2:43:00 PM,1.85,079,BOND,FRD2509F6,IDENTITY FRAUD-FINANCIAL LOS >=$1000,,
2025-01783,F,W,42,7/9/2025  6:23:00 PM,,7/11/2025  2:43:00 PM,1.85,079,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01784,M,B,40,7/9/2025  10:38:00 PM,,7/10/2025  12:23:00 PM,1.00,079,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-01785,F,B,23,7/9/2025  11:20:00 PM,,7/10/2025  5:05:00 AM,1.00,079,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-01787,M,B,20,7/10/2025  11:11:00 AM,,7/15/2025  4:57:00 PM,5.24,109,BOND,ASL1329M1,ASSAULT SIMPLE - BY MOB,,
2025-01787,M,B,20,7/10/2025  11:11:00 AM,,7/15/2025  4:57:00 PM,5.24,109,BOND,ASL1334F3,ASSAULT STAB - CUT - WOUND WITH MALICIOUS INTENT,,
2025-01787,M,B,20,7/10/2025  11:11:00 AM,,7/15/2025  4:57:00 PM,5.24,109,BOND,ASL1336F2,ASSAULT STAB - CUT - WOUND W/MALICIOUS INTENT VICTIM PERM. IMPAIRED,,
2025-01788,F,W,63,7/10/2025  12:27:00 PM,,8/13/2025  2:18:00 PM,34.08,113,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01788,F,W,63,7/10/2025  12:27:00 PM,,8/13/2025  2:18:00 PM,34.08,113,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-01788,F,W,63,7/10/2025  12:27:00 PM,,8/13/2025  2:18:00 PM,34.08,113,JUDGE,TEL3199M1,TEL-ANNOYING RINGING TO EMERGENCY PERSONNEL,,
2025-01789,M,W,36,7/10/2025  1:36:00 PM,,9/19/2025  4:50:00 PM,71.13,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01790,M,B,44,7/10/2025  1:36:00 PM,,11/12/2025  8:00:00 AM,124.77,047,SENTENCE SERVED,SOR3660F5,"SOR-VIOLENT SEX OFFENDER,FAIL TO REGISTER ETC.,2ND SUBSEQUENT",,
2025-01791,M,B,54,7/10/2025  1:36:00 PM,,7/17/2025  1:33:00 PM,7.00,047,JUDGE,FRD2520F5,FRAUD FORGERY,,
2025-01791,M,B,54,7/10/2025  1:36:00 PM,,7/17/2025  1:33:00 PM,7.00,047,JUDGE,LAR2337M1,"SHOPLIFT, ALTER PRICE TAGS <$1000 (FIRST TIME)",,
2025-01791,M,B,54,7/10/2025  1:36:00 PM,,7/17/2025  1:33:00 PM,7.00,047,JUDGE,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-01791,M,B,54,7/10/2025  1:36:00 PM,,7/17/2025  1:33:00 PM,7.00,047,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-01792,M,B,32,7/10/2025  1:36:00 PM,,7/16/2025  6:35:00 PM,6.21,047,BOND,ASL1316F6,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER - 3RD/SUBSQNT CONVICT.,,
2025-01792,M,B,32,7/10/2025  1:36:00 PM,,7/16/2025  6:35:00 PM,6.21,047,BOND,PRT5007M1,PROTECTIVE ORDERS VIOLATION OF A PROTECTIVE ORDER,,
2025-01793,M,W,34,7/10/2025  1:36:00 PM,,10/14/2025  9:27:00 AM,95.83,047,SENTENCE SERVED,NAR3023M1,NARCOTICS POSSESS - SCHEDULE III,,
2025-01793,M,W,34,7/10/2025  1:36:00 PM,,10/14/2025  9:27:00 AM,95.83,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01794,M,B,47,7/10/2025  1:36:00 PM,,9/3/2025  4:44:00 PM,55.13,047,SENTENCE SERVED,FTA5020M1,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR MISDEMEANOR OFFENSE,,
2025-01794,M,B,47,7/10/2025  1:36:00 PM,,9/3/2025  4:44:00 PM,55.13,047,SENTENCE SERVED,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-01795,M,W,44,7/10/2025  1:36:00 PM,,11/10/2025  8:00:00 AM,122.77,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01796,M,B,23,7/10/2025  1:36:00 PM,,7/23/2025  3:45:00 PM,13.09,047,SENTENCE SERVED,CBC4852M9,CBC - COMMUNITY-BASED PROBATION - MISDEMEANOR,,
2025-01796,M,B,23,7/10/2025  1:36:00 PM,,7/23/2025  3:45:00 PM,13.09,047,SENTENCE SERVED,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01797,M,B,54,7/10/2025  1:51:00 PM,,,174.42,109,,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01797,M,B,54,7/10/2025  1:51:00 PM,,,174.42,109,,LAR2412F6,"UNAUTHORIZED USE OF ANIMAL, AUTO, BOAT WORTH $1000 OR MORE",,
2025-01797,M,B,54,7/10/2025  1:51:00 PM,,,174.42,109,,NAR3022F5,NARCOTICS POSSESSION,,
2025-01804,M,B,51,7/10/2025  4:27:00 PM,,7/11/2025  5:05:00 PM,1.03,109,HOSPITAL/TREATMENT,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-01804,M,B,51,7/10/2025  4:27:00 PM,,7/11/2025  5:05:00 PM,1.03,109,HOSPITAL/TREATMENT,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-01798,F,W,38,7/10/2025  4:32:00 PM,,7/15/2025  7:55:00 AM,4.64,079,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-01798,F,W,38,7/10/2025  4:32:00 PM,,7/15/2025  7:55:00 AM,4.64,079,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01799,M,W,59,7/10/2025  5:12:00 PM,,9/20/2025  8:00:00 AM,71.62,139,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01801,M,W,33,7/10/2025  5:12:00 PM,,9/17/2025  7:45:00 AM,68.61,139,DOC,NAR3149F9,"NAR-METHAMPHETAMINE, DISTRIBUTE ETC. 28 GRAMS OR MORE",,
2025-01801,M,W,33,7/10/2025  5:12:00 PM,,9/17/2025  7:45:00 AM,68.61,139,DOC,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-01801,M,W,33,7/10/2025  5:12:00 PM,,9/17/2025  7:45:00 AM,68.61,139,DOC,TRS5709M1,TRESPASS AFTER BEING FORBIDDEN TO DO SO,,
2025-01800,F,W,28,7/10/2025  5:29:00 PM,,7/15/2025  2:37:00 PM,4.88,065,SENTENCE SERVED,PRT2114M1,PRT-VIOLATION OF A PROTECTIVE ORDER (GENERAL),,
2025-01803,M,W,47,7/10/2025  8:58:00 PM,,7/11/2025  12:08:00 PM,1.00,109,HOSPITAL/TREATMENT,RAP1144F9,"RAP-MENTAL INCAPACITY OR HELPLESSNESS,THROUGH THE USE OF",,
2025-01802,M,W,64,7/11/2025  4:45:00 AM,,7/11/2025  10:14:00 AM,1.00,109,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-01805,M,W,38,7/11/2025  7:58:00 AM,,7/25/2025  3:18:00 PM,14.31,137,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01806,M,W,31,7/11/2025  11:29:00 AM,,11/6/2025  6:45:00 AM,117.80,139,DOC,NAR3022F5,NARCOTICS POSSESSION,,
2025-01807,F,W,46,7/11/2025  11:29:00 AM,,8/1/2025  10:06:00 AM,20.94,139,BOND,BND9975S9,BND - VIOLATIONS OF CONDITIONS OF RELEASE,,
2025-01807,F,W,46,7/11/2025  11:29:00 AM,,8/1/2025  10:06:00 AM,20.94,139,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-01808,M,W,29,7/11/2025  12:00:00 PM,,7/16/2025  12:00:00 PM,5.00,137,SENTENCE SERVED,ASP4845S9,"PAROLE, PROBATION, SUPERVISION VIOLATION ALCOHOL SAFETY PROGRAM VIOLATION",,
2025-01812,M,W,47,7/11/2025  12:09:00 PM,,8/2/2025  8:39:00 AM,21.85,109,HOSPITAL/TREATMENT,RAP1144F9,"RAP-MENTAL INCAPACITY OR HELPLESSNESS,THROUGH THE USE OF",,
2025-01809,F,W,40,7/11/2025  1:03:00 PM,,7/14/2025  3:00:00 PM,3.08,079,BOND,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01810,M,W,60,7/11/2025  1:36:00 PM,,7/16/2025  6:36:00 AM,4.71,109,DOC,CON3283S9,"DISOBEDIENCE/RESISTANCE OF AN OFFICER OF THE COURT, ETC.",,
2025-01810,M,W,60,7/11/2025  1:36:00 PM,,7/16/2025  6:36:00 AM,4.71,109,DOC,EXT2105F6,EXT-THREAT BY WRITING OR ELECTRONIC MESSAGE TO KILL/HARM,,
2025-01810,M,W,60,7/11/2025  1:36:00 PM,,7/16/2025  6:36:00 AM,4.71,109,DOC,ROB1214F9,ROBBERY STREET,,
2025-01810,M,W,60,7/11/2025  1:36:00 PM,,7/16/2025  6:36:00 AM,4.71,109,DOC,ROB1215F9,ROBBERY RESIDENCE,,
2025-01811,M,B,33,7/11/2025  1:36:00 PM,,10/20/2025  8:00:00 AM,100.77,109,SENTENCE SERVED,ARR9986S9,ARRESTS (FOR USE BY STATE POLICE) FELONY ARREST WITHOUT WARRANT,,
2025-01811,M,B,33,7/11/2025  1:36:00 PM,,10/20/2025  8:00:00 AM,100.77,109,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01838,M,B,44,7/11/2025  4:28:00 PM,,8/13/2025  7:10:00 AM,32.61,047,JUDGE,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-01838,M,B,44,7/11/2025  4:28:00 PM,,8/13/2025  7:10:00 AM,32.61,047,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01824,F,W,42,7/11/2025  5:06:00 PM,,7/23/2025  10:00:00 AM,11.70,109,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-01826,M,B,51,7/11/2025  5:06:00 PM,,,173.29,109,,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-01826,M,B,51,7/11/2025  5:06:00 PM,,,173.29,109,,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-01813,M,B,40,7/11/2025  5:22:00 PM,,7/12/2025  7:21:00 AM,1.00,137,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-01814,F,B,55,7/11/2025  5:22:00 PM,,7/14/2025  6:30:00 PM,3.05,047,DISMISSED,CON3289S9,CONTEMPT OF COURT FAIL TO PAY COURT-ORDERED FINE,,
2025-01815,F,W,57,7/11/2025  5:22:00 PM,,10/17/2025  10:15:00 AM,97.70,047,JUDGE,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-01820,M,W,38,7/11/2025  6:00:00 PM,,7/13/2025  8:14:00 PM,2.09,065,SENTENCE SERVED,LIC6808M2,TRAFFIC - OPERATOR'S LICENSE DRIVE WITHOUT A LICENSE,,
2025-01822,F,W,18,7/11/2025  7:00:00 PM,,7/12/2025  7:00:00 PM,1.00,065,SENTENCE SERVED,REC6648M1,TRAFFIC - RECKLESS DRIVING SPEED OVER 80 MPH,,
2025-01818,M,B,19,7/11/2025  8:00:00 PM,,7/13/2025  8:00:00 PM,2.00,109,SENTENCE SERVED,REC6648M1,TRAFFIC - RECKLESS DRIVING SPEED OVER 80 MPH,,
2025-01816,M,B,46,7/11/2025  8:16:00 PM,,7/15/2025  4:57:00 PM,3.86,065,BOND,LIC6809M1,TRAFFIC - LICENSE REVOKED - DRIVING WHILE (FIRST OFFENSE),,
2025-01821,F,W,28,7/11/2025  11:04:00 PM,,7/14/2025  1:25:00 PM,2.60,015,JUDGE,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-01823,M,W,55,7/12/2025  1:07:00 AM,,10/10/2025  8:00:00 AM,90.29,079,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-01823,M,W,55,7/12/2025  1:07:00 AM,,10/10/2025  8:00:00 AM,90.29,079,SENTENCE SERVED,VAN2919M2,VAN-DAMAGE PHONE LINE OR INTERCEPT MESSAGE,,
2025-01823,M,W,55,7/12/2025  1:07:00 AM,,10/10/2025  8:00:00 AM,90.29,079,SENTENCE SERVED,WPN5251M1,WEAPONS BRANDISH OR POINT FIREARM,,
2025-01825,M,W,25,7/12/2025  3:30:00 AM,,7/12/2025  4:45:00 AM,1.00,109,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-01827,M,W,20,7/12/2025  6:59:00 AM,,7/12/2025  5:22:00 PM,1.00,109,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
